TRADE_DATE,TICKER,CRYPTO_SYMBOL,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,VOLUME,DAILY_RETURN_PCT,MOVING_AVG_7D,MOVING_AVG_30D,VOLATILITY_30D
2026-01-18,ADA-USD,ADA,0.3966769874095917,0.398283988237381,0.3755379915237427,0.3756929934024811,413105822,,0.3756929934024811,0.3756929934024811,
2026-01-18,BTC-USD,BTC,95101.1796875,95491.5078125,93588.8671875,93634.4296875,20809781232,,93634.4296875,93634.4296875,
2026-01-18,ETH-USD,ETH,3308.90576171875,3367.167724609375,3278.4267578125,3281.15771484375,13557863288,,3281.15771484375,3281.15771484375,
2026-01-18,SOL-USD,SOL,143.72593688964844,143.82252502441406,137.9600372314453,137.99542236328125,2984193864,,137.99542236328125,137.99542236328125,
2026-01-18,XRP-USD,XRP,2.062372922897339,2.066092014312744,1.9912149906158447,1.992658019065857,1668886889,,1.992658019065857,1.992658019065857,
2026-01-19,ADA-USD,ADA,0.375669002532959,0.37567898631095886,0.35604000091552734,0.3701249957084656,989768062,-1.4820605632244224,0.3729089945554733,0.3729089945554733,
2026-01-19,BTC-USD,BTC,93655.671875,93660.828125,92089.25,92553.59375,39195241508,-1.1543146480490492,93094.01171875,93094.01171875,
2026-01-19,ETH-USD,ETH,3282.19921875,3282.65478515625,3166.0166015625,3186.62109375,27956112545,-2.8811971050971525,3233.889404296875,3233.889404296875,
2026-01-19,SOL-USD,SOL,137.99720764160156,137.99765014648438,132.81777954101562,133.3386993408203,5018545520,-3.374548910906504,135.66706085205078,135.66706085205078,
2026-01-19,XRP-USD,XRP,1.992622971534729,2.02561092376709,1.909872055053711,1.9863810539245605,4017699865,-0.31500463608095586,1.9895195364952087,1.9895195364952087,
2026-01-20,ADA-USD,ADA,0.37012699246406555,0.3701319992542267,0.3498550057411194,0.3504279851913452,747741397,-5.321718539818641,0.3654153247674306,0.3654153247674306,2.7150481926867904
2026-01-20,BTC-USD,BTC,92553.6015625,92798.4296875,87814.9296875,88310.90625,53072968031,-4.584033237499219,91499.64322916667,91499.64322916667,2.425177272161776
2026-01-20,ETH-USD,ETH,3186.62109375,3197.391845703125,2925.54345703125,2935.605712890625,32985301273,-7.877164352915939,3134.4615071614585,3134.4615071614585,3.5326823195185555
2026-01-20,SOL-USD,SOL,133.33859252929688,134.38629150390625,125.67015838623047,125.70572662353516,5647782627,-5.724499155173923,132.34661610921225,132.34661610921225,1.6616657531724737
2026-01-20,XRP-USD,XRP,1.986382007598877,1.9879659414291382,1.8831449747085571,1.8895820379257202,3630982557,-4.873134276406394,1.956207036972046,1.956207036972046,3.223084378201516
2026-01-21,ADA-USD,ADA,0.3504199981689453,0.3725849986076355,0.34796300530433655,0.3656969964504242,706807439,4.357246539753837,0.365485742688179,0.365485742688179,4.873787812227423
2026-01-21,BTC-USD,BTC,88326.5078125,90430.40625,87231.5703125,89376.9609375,56330422434,1.2071608510981622,90968.97265625,90968.97265625,2.911971414342807
2026-01-21,ETH-USD,ETH,2935.882080078125,3064.390625,2867.264404296875,2978.901123046875,35797876195,1.4748373722715638,3095.5714111328125,3095.5714111328125,4.679648515597672
2026-01-21,SOL-USD,SOL,125.70572662353516,131.8393096923828,125.58707427978516,129.3790740966797,5435243612,2.922179897297369,131.6047306060791,131.6047306060791,4.470945434525806
2026-01-21,XRP-USD,XRP,1.8895690441131592,1.9848949909210205,1.875393033027649,1.945557951927185,4343268403,2.9623436759015838,1.9535447657108307,1.9535447657108307,3.9351465986494185
2026-01-22,ADA-USD,ADA,0.3656960129737854,0.3682340085506439,0.3557890057563782,0.35889700055122375,430454100,-1.8594617853587656,0.36416799426078794,0.36416799426078794,4.013518424727188
2026-01-22,BTC-USD,BTC,89378.5234375,90258.9609375,88438.4453125,89462.453125,35549685694,0.09565349571438599,90667.66875,90667.66875,2.509561747766081
2026-01-22,ETH-USD,ETH,2979.307861328125,3034.338134765625,2905.562744140625,2949.63330078125,21993593333,-0.9825039857546305,3066.3837890625,3066.3837890625,3.964157803231166
2026-01-22,SOL-USD,SOL,129.3789520263672,130.49163818359375,126.85424041748047,128.28834533691406,3212054901,-0.8430488217519381,130.9414535522461,130.9414535522461,3.700789508524406
2026-01-22,XRP-USD,XRP,1.9455599784851074,1.9640729427337646,1.9023499488830566,1.9216740131378174,2512873447,-1.227613845463163,1.947170615196228,1.947170615196228,3.2221976368296543
2026-01-23,ADA-USD,ADA,0.35889700055122375,0.3688490092754364,0.35332998633384705,0.3600989878177643,444642522,0.3349114828751468,0.363489826520284,0.363489826520284,3.5326566895721565
2026-01-23,BTC-USD,BTC,89462.046875,91100.25,88486.359375,89503.875,38997586037,0.04630084862766276,90473.703125,90473.703125,2.233901351216387
2026-01-23,ETH-USD,ETH,2949.44580078125,3013.9541015625,2892.52099609375,2953.25634765625,22417700837,0.12283041671791498,3047.5292154947915,3047.5292154947915,3.637638998596265
2026-01-23,SOL-USD,SOL,128.28851318359375,129.72862243652344,125.3766098022461,127.36157989501953,3766000022,-0.7224081341610858,130.34480794270834,130.34480794270834,3.238073943053011
2026-01-23,XRP-USD,XRP,1.9216740131378174,1.959054946899414,1.8886209726333618,1.9195319414138794,2468508566,-0.11146904778299484,1.9425641695658367,1.9425641695658367,2.810690997640491
2026-01-24,ADA-USD,ADA,0.3600989878177643,0.36189699172973633,0.35681599378585815,0.3581629991531372,209406684,-0.5376267998861534,0.36272885118212017,0.36272885118212017,3.161440127704585
2026-01-24,BTC-USD,BTC,89506.1484375,89811.609375,89044.2890625,89110.734375,14558687712,-0.43924425059808864,90278.99330357143,90278.99330357143,2.0060693387805193
2026-01-24,ETH-USD,ETH,2953.23828125,2965.46875,2942.444580078125,2948.74072265625,8198666763,-0.1529032521536327,3033.416573660714,3033.416573660714,3.342503814790507
2026-01-24,SOL-USD,SOL,127.363037109375,127.90245056152344,126.56280517578125,127.05381774902344,1620566908,-0.24164441603957268,129.87466648646765,129.87466648646765,2.9449496270480706
2026-01-24,XRP-USD,XRP,1.9195300340652466,1.9246670007705688,1.9095280170440674,1.9131300449371338,970964578,-0.3335134122347622,1.938359294618879,1.938359294618879,2.5187270004208187
2026-01-25,ADA-USD,ADA,0.3581570088863373,0.35912901163101196,0.33337000012397766,0.33870500326156616,538358525,-5.432720838718331,0.3574448525905609,0.35972587019205093,3.3851929618441865
2026-01-25,BTC-USD,BTC,89104.765625,89193.1484375,86003.7109375,86572.21875,36124986722,-2.8487203509257353,89270.10602678571,89815.646484375,1.9875683861114797
2026-01-25,ETH-USD,ETH,2948.534423828125,2955.016845703125,2785.896728515625,2815.90234375,22414089670,-4.504918926428638,2966.9515206473216,3006.227294921875,3.2282217615174473
2026-01-25,SOL-USD,SOL,127.05250549316406,127.22686004638672,117.57979583740234,118.77285766601562,5349293195,-6.517679066807469,127.12858581542969,128.48694038391113,3.327291163799676
2026-01-25,XRP-USD,XRP,1.913120985031128,1.9136459827423096,1.8138600587844849,1.8330260515213013,2740774855,-4.187064733409943,1.9155547278267997,1.9251926392316818,2.659734322722029
2026-01-26,ADA-USD,ADA,0.33871299028396606,0.3572179973125458,0.33868199586868286,0.3519980013370514,496874214,3.924653591615139,0.3548552819660732,0.35886721809705097,3.6596985925896157
2026-01-26,BTC-USD,BTC,86566.5234375,88743.0703125,86429.2890625,88267.140625,45329286974,1.9578126787931032,88657.75558035714,89643.59027777778,2.1336282746417816
2026-01-26,ETH-USD,ETH,2815.768798828125,2945.99755859375,2811.074951171875,2926.45703125,29668620102,3.926083862438633,2929.785226004464,2997.3639322916665,3.673366324073725
2026-01-26,SOL-USD,SOL,118.77265167236328,125.06038665771484,118.6618423461914,124.13972473144531,4273720547,4.518597237528035,125.81444658551898,128.00391642252603,3.8624159762413304
2026-01-26,XRP-USD,XRP,1.8330329656600952,1.9373899698257446,1.8330329656600952,1.9034969806671143,3015645189,3.844513234676963,1.9037141459328788,1.9227820105022855,3.03118155435134
2026-01-27,ADA-USD,ADA,0.3519900143146515,0.36215800046920776,0.34786200523376465,0.36030399799346924,481944594,2.359671539289378,0.3562661409378052,0.3590108960866928,3.5770267019385336
2026-01-27,BTC-USD,BTC,88257.4765625,89427.125,87228.921875,89102.5703125,38744942267,0.9464787027023965,88770.85044642857,89589.48828125,2.071235985945975
2026-01-27,ETH-USD,ETH,2926.201171875,3031.03857421875,2898.3115234375,3022.2109375,27976005223,3.272007934081981,2942.157400948661,2999.8486328125,3.7669895500877293
2026-01-27,SOL-USD,SOL,124.13898468017578,127.62338256835938,123.04519653320312,127.05479431152344,3683537052,2.348216565152187,126.00717054094586,127.90900421142578,3.8066199058617034
2026-01-27,XRP-USD,XRP,1.903488039970398,1.9254250526428223,1.8739700317382812,1.9139349460601807,2211761251,0.5483573391016484,1.9071931328092302,1.921897304058075,2.858109204429865
2026-01-28,ADA-USD,ADA,0.36029699444770813,0.36387699842453003,0.3548929989337921,0.35787901282310486,473021223,-0.673038651768814,0.3551492861339024,0.3589079976081848,3.373507458362289
2026-01-28,BTC-USD,BTC,89104.046875,90439.2890625,88721.4609375,89184.5703125,39807419296,0.09202877056454162,88743.36607142857,89552.67755681818,1.962672143726999
2026-01-28,ETH-USD,ETH,3022.237548828125,3040.718505859375,2981.589599609375,3006.607421875,21751566455,-0.5162947242162841,2946.1154436383927,3000.463068181818,3.553070478722318
2026-01-28,SOL-USD,SOL,127.0533218383789,127.9662857055664,124.89337921142578,125.11844635009766,3544660044,-1.5240258912844198,125.3985094342913,127.65531713312322,3.5952710850617846
2026-01-28,XRP-USD,XRP,1.9139280319213867,1.9381749629974365,1.8937749862670898,1.9087259769439697,2302935086,-0.2721601968203547,1.9019314220973425,1.9206999106840654,2.695005194441297
2026-01-29,ADA-USD,ADA,0.35787901282310486,0.358040988445282,0.32741600275039673,0.3340100049972534,673373439,-6.669574624553241,0.3515940010547638,0.3568331648906072,3.711923709321975
2026-01-29,BTC-USD,BTC,89169.8515625,89200.78125,83250.6015625,84561.5859375,64653083162,-5.18361456337257,88043.2421875,89136.75325520833,2.342721896171214
2026-01-29,ETH-USD,ETH,3006.26171875,3008.03759765625,2751.64501953125,2818.232666015625,37487198041,-6.265359238084349,2927.343924386161,2985.2772013346353,3.75040169949445
2026-01-29,SOL-USD,SOL,125.11925506591797,125.18667602539062,115.41664123535156,117.60576629638672,6044075471,-6.0044543973072395,123.87242671421596,126.81785456339519,3.7399644135266192
2026-01-29,XRP-USD,XRP,1.9087560176849365,1.9090800285339355,1.7772730588912964,1.8050650358200073,4595244677,-5.430896963530211,1.8852729967662267,1.9110636711120605,2.973361020147258
2026-01-30,ADA-USD,ADA,0.3340170085430145,0.3351230025291443,0.31684601306915283,0.32035499811172485,795904862,-4.088202952375887,0.3459162882396153,0.3540271520614624,3.6497343456928397
2026-01-30,BTC-USD,BTC,84562.7265625,84602.1640625,81071.4765625,84128.65625,72083816087,-0.511969687772863,87275.35379464286,88751.51502403847,2.2364580809603214
2026-01-30,ETH-USD,ETH,2818.135498046875,2823.91455078125,2633.8388671875,2702.375244140625,41877689970,-4.110995634679002,2891.5037667410716,2963.5155123197114,3.666293377412206
2026-01-30,SOL-USD,SOL,117.60324096679688,118.86773681640625,112.96723175048828,117.363037109375,6818716389,-0.20639224984938198,122.44406345912388,126.09056091308594,3.581932594404715
2026-01-30,XRP-USD,XRP,1.8050880432128906,1.8093270063400269,1.713047981262207,1.7324260473251343,5054515535,-4.024175697463139,1.8585435833249773,1.8973223154361432,2.9790236708285054
2026-01-31,ADA-USD,ADA,0.32035499811172485,0.3214290142059326,0.2792620062828064,0.2934960126876831,1423489119,-8.384131848217518,0.336678147315979,0.3497034992490496,4.014665739409365
2026-01-31,BTC-USD,BTC,84126.5,84136.921875,75815.8828125,78621.1171875,70479259159,-6.5465672554350345,85776.83705357143,88027.91517857143,2.65862431582646
2026-01-31,ETH-USD,ETH,2702.301513671875,2709.53369140625,2248.69873046875,2445.091796875,47569532203,-9.520641066538596,2819.5539202008927,2926.4852469308034,4.1496084791313494
2026-01-31,SOL-USD,SOL,117.36463165283203,118.61029052734375,99.98045349121094,105.441650390625,9542017060,-10.157701276629382,119.35661097935268,124.61563873291016,4.2216741487191
2026-01-31,XRP-USD,XRP,1.7324260473251343,1.7491769790649414,1.544585943222046,1.6454709768295288,6222981594,-5.0192659380678375,1.8203065735953194,1.8793329341070992,3.0505085203453466
2026-02-01,ADA-USD,ADA,0.29349300265312195,0.29829901456832886,0.2807759940624237,0.2860319912433624,757760258,-2.543142367069682,0.3291534313133785,0.34545873204867045,3.86220029442321
2026-02-01,BTC-USD,BTC,78626.125,79322.609375,75698.8984375,76974.4453125,53372509744,-2.0944396797019884,84405.7265625,87291.0171875,2.5630937101204245
2026-02-01,ETH-USD,ETH,2445.0693359375,2472.646240234375,2224.117919921875,2267.96484375,40358630560,-7.244184179562533,2741.2771344866073,2882.58388671875,4.212435167767933
2026-02-01,SOL-USD,SOL,105.44039916992188,106.20301818847656,98.52946472167969,100.85052490234375,5440089988,-4.354185913510184,116.79627772739956,123.0312978108724,4.1060637838473655
2026-02-01,XRP-USD,XRP,1.6454659700393677,1.6733479499816895,1.5607830286026,1.5913419723510742,4092694363,-3.2895751575484864,1.7857802765710014,1.8601335366566976,2.97319384776081
2026-02-02,ADA-USD,ADA,0.28602901101112366,0.3027229905128479,0.27649399638175964,0.2989000082015991,924176904,4.498803403878099,0.3215680037225996,0.3425488118082285,4.067584512887474
2026-02-02,BTC-USD,BTC,76968.875,79258.609375,74551.3359375,78688.765625,75140589684,2.227129153760344,83037.38727678571,86753.37646484375,2.637663064397526
2026-02-02,ETH-USD,ETH,2267.5625,2393.0634765625,2158.937255859375,2344.356689453125,48844346396,3.368299377022695,2658.119942801339,2848.9446868896484,4.334456176179671
2026-02-02,SOL-USD,SOL,100.8449478149414,105.69131469726562,96.42904663085938,104.47115325927734,6949524331,3.5900937158627038,113.98648180280414,121.8712887763977,4.223759718811949
2026-02-02,XRP-USD,XRP,1.5913970470428467,1.653190016746521,1.532505989074707,1.6205470561981201,5046409178,1.8352487620179991,1.7453588587897164,1.8451593816280365,2.99556000831305
